n,density,symmetric,norm,method,solver,est,ref,rel_err,sec,ok,error,finite_err,finite_sec,comparable
290,0.05,False,1,hager-higham,lu,16617.894464623474,12227.8492563075,0.3590202263943886,0.08038177620619535,True,,True,True,True
290,0.05,False,1,hager-higham,lsmr,454.78339573211946,12227.8492563075,0.9628075725992836,0.43368635419756174,True,,True,True,True
290,0.05,False,1,hager-higham,cg,,12227.8492563075,,5.739387129899114,True,,False,True,False
290,0.05,False,1,hager-higham,gmres,32.14633286209561,12227.8492563075,0.9973710558424235,0.1837761620990932,True,,True,True,True
290,0.05,False,1,hager-higham,direct,16617.894464622375,12227.8492563075,0.3590202263942987,0.1336493738926947,True,,True,True,True
290,0.05,False,1,power,auto,364.7878414930222,12227.8492563075,0.9701674567745547,0.07786629302427173,True,,True,True,True
290,0.05,False,1,power,lu,364.7878689320635,12227.8492563075,0.9701674545305753,0.07610378600656986,True,,True,True,True
290,0.05,False,1,power,lsmr,21.139422980446028,12227.8492563075,0.9982712067725612,2.665768670849502,True,,True,True,True
290,0.05,False,1,power,cg,,12227.8492563075,,1.2622506297193468,True,,False,True,False
290,0.05,False,1,power,gmres,7.11550677390067,12227.8492563075,0.9994180900807041,0.6779810250736773,True,,True,True,True
290,0.05,False,1,power,direct,364.7877817340015,12227.8492563075,0.9701674616616792,0.17277655703946948,True,,True,True,True
290,0.05,False,1,oettli-prager,auto,16617.894464623467,12227.8492563075,0.35902022639438796,0.09900494525209069,True,,True,True,True
290,0.05,False,1,oettli-prager,lu,16617.894464623467,12227.8492563075,0.35902022639438796,0.09674450336024165,True,,True,True,True
290,0.05,False,1,oettli-prager,lsmr,390.4331023506492,12227.8492563075,0.9680701737348248,0.9358245031908154,True,,True,True,True
290,0.05,False,1,oettli-prager,cg,4.1192530094721137e+18,12227.8492563075,336874696696744.5,0.4422993832267821,True,,True,True,True
290,0.05,False,1,oettli-prager,gmres,41.81409037673035,12227.8492563075,0.996580421503384,0.42131827073171735,True,,True,True,True
290,0.05,False,1,oettli-prager,direct,16617.894464622375,12227.8492563075,0.3590202263942987,0.27061085402965546,True,,True,True,True
290,0.05,False,1,monte-carlo,auto,6779.703779479284,12227.8492563075,0.44555222775729714,6.721609549131244,True,,True,True,True
290,0.05,False,1,monte-carlo,lu,11553.819026759917,12227.8492563075,0.055122549797536766,6.71715639391914,True,,True,True,True
290,0.05,False,1,monte-carlo,lsmr,6779.704944261819,12227.8492563075,0.4455521325007634,6.7014743238687515,True,,True,True,True
290,0.05,False,1,monte-carlo,cg,9789.5309209112,12227.8492563075,0.19940696718505424,6.707938268315047,True,,True,True,True
290,0.05,False,1,monte-carlo,gmres,9173.862302106561,12227.8492563075,0.2497566734906875,6.670965391211212,True,,True,True,True
290,0.05,False,1,monte-carlo,direct,5842.678118666977,12227.8492563075,0.5221826834630674,6.699655581731349,True,,True,True,True
290,0.05,False,2,power,,9.624443550524996,575.045597914672,0.9832631645465563,2.7935120593756437,True,,True,True,True
290,0.05,False,2,lanczos,,254.17450502933545,575.045597914672,0.5579924340764172,0.061982449144124985,True,,True,True,True
290,0.05,False,2,lanczos_unsym,,119.31756646132084,575.045597914672,0.7925076430564629,0.08961269678547978,True,,True,True,True
290,0.05,False,2,golub-kahan,,195.14382294757226,575.045597914672,0.6606463493412766,0.37374291894957423,True,,True,True,True
290,0.05,False,2,svds,,140.76553274740394,575.045597914672,0.7552097898708001,0.0843099276535213,True,,True,True,True
290,0.05,False,2,eigsh,,89.13238300829838,575.045597914672,0.8449994516408346,0.08799463463947177,True,,True,True,True
290,0.05,False,2,lobpcg,,1.0530630814649815,575.045597914672,0.9981687311662175,0.13416735921055079,True,,True,True,True
428,0.05,False,1,hager,auto,28174.016475636385,15589.25461766616,0.8072715576605463,0.11397331021726131,True,,True,True,True
428,0.05,False,1,hager,lu,28174.016475636385,15589.25461766616,0.8072715576605463,0.10707662580534816,True,,True,True,True
428,0.05,False,1,hager,lsmr,523.7820973953714,15589.25461766616,0.9664010813703814,0.2030175277031958,True,,True,True,True
428,0.05,False,1,hager,cg,1.3487744642929267e+19,15589.25461766616,865194967541589.6,0.2104421118274331,True,,True,True,True
428,0.05,False,1,hager,gmres,23.158766929145244,15589.25461766616,0.9985144403951872,0.16864759009331465,True,,True,True,True
428,0.05,False,1,hager,direct,28174.016475632947,15589.25461766616,0.8072715576603258,0.1475459667854011,True,,True,True,True
428,0.05,False,1,hager-higham,auto,28174.01647563638,15589.25461766616,0.807271557660546,0.11467245034873486,True,,True,True,True
428,0.05,False,1,hager-higham,lu,28174.01647563638,15589.25461766616,0.807271557660546,0.11273771803826094,True,,True,True,True
428,0.05,False,1,hager-higham,lsmr,523.7820747956835,15589.25461766616,0.966401082820078,0.3723613009788096,True,,True,True,True
428,0.05,False,1,hager-higham,cg,,15589.25461766616,,5.830153257120401,True,,False,True,False
428,0.05,False,1,hager-higham,gmres,35.56179372504776,15589.25461766616,0.997718826550902,0.21771456813439727,True,,True,True,True
428,0.05,False,1,hager-higham,direct,28174.016475632943,15589.25461766616,0.8072715576603255,0.2246328368782997,True,,True,True,True
428,0.05,False,1,power,auto,667.329573838132,15589.25461766616,0.957192977457569,0.11023838398978114,True,,True,True,True
428,0.05,False,1,power,lu,667.3296006093694,15589.25461766616,0.9571929757402812,0.1068307338282466,True,,True,True,True
428,0.05,False,1,power,lsmr,27.041107819899533,15589.25461766616,0.9982654008492968,2.7356226718984544,True,,True,True,True
428,0.05,False,1,power,cg,,15589.25461766616,,1.3117397539317608,True,,False,True,False
428,0.05,False,1,power,gmres,7.629230930152084,15589.25461766616,0.9995106096399564,0.7741394219920039,True,,True,True,True
428,0.05,False,1,power,direct,667.3294811484312,15589.25461766616,0.9571929834033119,0.24312500515952706,True,,True,True,True
428,0.05,False,1,oettli-prager,auto,28174.016475636385,15589.25461766616,0.8072715576605463,0.14935307763516903,True,,True,True,True
428,0.05,False,1,oettli-prager,lu,28174.016475636385,15589.25461766616,0.8072715576605463,0.14473656378686428,True,,True,True,True
428,0.05,False,1,oettli-prager,lsmr,579.7642652613177,15589.25461766616,0.9628100073107849,1.3045287299901247,True,,True,True,True
428,0.05,False,1,oettli-prager,cg,2.8032530101485676e+18,15589.25461766616,179819566675871.16,0.6667833882384002,True,,True,True,True
428,0.05,False,1,oettli-prager,gmres,43.53626510328425,15589.25461766616,0.9972072901385581,0.5457421322353184,True,,True,True,True
428,0.05,False,1,oettli-prager,direct,28174.016475632947,15589.25461766616,0.8072715576603258,0.6452107899822295,True,,True,True,True
428,0.05,False,1,monte-carlo,auto,17943.449195518682,15589.25461766616,0.1510139282210893,9.50640615541488,True,,True,True,True
428,0.05,False,1,monte-carlo,lu,11282.642148733994,15589.25461766616,0.27625518824048184,9.49563273228705,True,,True,True,True
428,0.05,False,1,monte-carlo,lsmr,11110.32641218074,15589.25461766616,0.28730868250812824,9.489256347995251,True,,True,True,True
428,0.05,False,1,monte-carlo,cg,14628.636325618081,15589.25461766616,0.061620540276472256,9.561257000081241,True,,True,True,True
428,0.05,False,1,monte-carlo,gmres,15452.417730610292,15589.25461766616,0.008777641421085053,9.532007439993322,True,,True,True,True
428,0.05,False,1,monte-carlo,direct,15863.54009359887,15589.25461766616,0.017594521525222995,9.560758989304304,True,,True,True,True
428,0.05,False,2,power,,8.726376780955254,644.9497203886799,0.9864696789453661,2.8559615020640194,True,,True,True,True
428,0.05,False,2,lanczos,,173.92259091498207,644.9497203886799,0.7303315507910177,0.07469122717157006,True,,True,True,True
428,0.05,False,2,lanczos_unsym,,99.27604926262565,644.9497203886799,0.8460716453946259,0.09949634224176407,True,,True,True,True
428,0.05,False,2,golub-kahan,,255.20426846362943,644.9497203886799,0.6043036218236824,0.37378921126946807,True,,True,True,True
428,0.05,False,2,svds,,119.14891517905811,644.9497203886799,0.8152585985970304,0.09804741200059652,True,,True,True,True
428,0.05,False,2,eigsh,,124.04754685978179,644.9497203886799,0.8076632287164582,0.09992331918329,True,,True,True,True
428,0.05,False,2,lobpcg,,1.0108989066481742,644.9497203886799,0.9984325926894906,0.14024452725425363,True,,True,True,True
343,0.05,False,1,hager,auto,12401.773677596839,10129.619704505349,0.2243079246184242,0.09353452501818538,True,,True,True,True
343,0.05,False,1,hager,lu,12401.773677596839,10129.619704505349,0.2243079246184242,0.08759113308042288,True,,True,True,True
343,0.05,False,1,hager,lsmr,520.1022603991463,10129.619704505349,0.9486553024129998,0.1833909535780549,True,,True,True,True
343,0.05,False,1,hager,cg,0.0,10129.619704505349,1.0,0.19156315876170993,True,,True,True,True
343,0.05,False,1,hager,gmres,34.17886920656136,10129.619704505349,0.9966258487284216,0.31800380907952785,True,,True,True,True
343,0.05,False,1,hager,direct,12401.773677596153,10129.619704505349,0.2243079246183565,0.11303867166861892,True,,True,True,True
343,0.05,False,1,hager-higham,auto,12401.77367759684,10129.619704505349,0.2243079246184244,0.0951148010790348,True,,True,True,True
343,0.05,False,1,hager-higham,lu,12401.77367759684,10129.619704505349,0.2243079246184244,0.09250376606360078,True,,True,True,True
343,0.05,False,1,hager-higham,lsmr,540.9614813038513,10129.619704505349,0.9465960720062128,0.34392422204837203,True,,True,True,True
343,0.05,False,1,hager-higham,cg,,10129.619704505349,,5.757672349922359,True,,False,True,False
343,0.05,False,1,hager-higham,gmres,34.17886920656136,10129.619704505349,0.9966258487284216,0.19611299457028508,True,,True,True,True
343,0.05,False,1,hager-higham,direct,12401.773677596155,10129.619704505349,0.22430792461835666,0.1626841821707785,True,,True,True,True
343,0.05,False,1,power,auto,347.81871999615765,10129.619704505349,0.9656632005798343,0.08923881407827139,True,,True,True,True
343,0.05,False,1,power,lu,347.82000500099264,10129.619704505349,0.9656630737236569,0.08866501599550247,True,,True,True,True
343,0.05,False,1,power,lsmr,24.046788721587994,10129.619704505349,0.9976260916576274,2.7012516711838543,True,,True,True,True
343,0.05,False,1,power,cg,,10129.619704505349,,1.2743237856775522,True,,False,True,False
343,0.05,False,1,power,gmres,8.234875238013826,10129.619704505349,0.9991870499112271,0.9410620918497443,True,,True,True,True
343,0.05,False,1,power,direct,347.8188327094689,10129.619704505349,0.9656631894527324,0.22604260500520468,True,,True,True,True
343,0.05,False,1,oettli-prager,auto,12401.773677596839,10129.619704505349,0.2243079246184242,0.11862148204818368,True,,True,True,True
343,0.05,False,1,oettli-prager,lu,12401.773677596839,10129.619704505349,0.2243079246184242,0.11518607288599014,True,,True,True,True
343,0.05,False,1,oettli-prager,lsmr,522.65923743631,10129.619704505349,0.9484028766446339,1.1380410897545516,True,,True,True,True
343,0.05,False,1,oettli-prager,cg,280541038234085.03,10129.619704505349,27695120488.99321,0.5317492270842195,True,,True,True,True
343,0.05,False,1,oettli-prager,gmres,42.87038487026411,10129.619704505349,0.9957678189190857,0.47105269180610776,True,,True,True,True
343,0.05,False,1,oettli-prager,direct,12401.773677596153,10129.619704505349,0.2243079246183565,0.3853807947598398,True,,True,True,True
343,0.05,False,1,monte-carlo,auto,7736.889937767129,10129.619704505349,0.2362112138991759,8.018307466059923,True,,True,True,True
343,0.05,False,1,monte-carlo,lu,4647.738683895816,10129.619704505349,0.5411734280775967,8.013304610736668,True,,True,True,True
343,0.05,False,1,monte-carlo,lsmr,3614.305761571942,10129.619704505349,0.6431943284144804,7.983459443319589,True,,True,True,True
343,0.05,False,1,monte-carlo,cg,7714.056151636924,10129.619704505349,0.23846537415358787,7.969678712077439,True,,True,True,True
343,0.05,False,1,monte-carlo,gmres,12401.76993080912,10129.619704505349,0.2243075547340822,7.99050543224439,True,,True,True,True
343,0.05,False,1,monte-carlo,direct,5639.893138959163,10129.619704505349,0.443227554095569,7.957112117204815,True,,True,True,True
343,0.05,False,2,power,,9.896399199050585,486.1924717891194,0.9796450998868139,2.77760407095775,True,,True,True,True
343,0.05,False,2,lanczos,,170.57558318249534,486.1924717891194,0.6491603776693593,0.06232645409181714,True,,True,True,True
343,0.05,False,2,lanczos_unsym,,136.41237547040856,486.1924717891194,0.7194272157928929,0.08884716313332319,True,,True,True,True
343,0.05,False,2,golub-kahan,,180.3591955747743,486.1924717891194,0.6290374573035283,0.37738665798678994,True,,True,True,True
343,0.05,False,2,svds,,188.45468168885955,486.1924717891194,0.6123866727196063,0.08538846904411912,True,,True,True,True
343,0.05,False,2,eigsh,,120.4633517194259,486.1924717891194,0.7522311456692494,0.08916143793612719,True,,True,True,True
343,0.05,False,2,lobpcg,,1.0713870075246732,486.1924717891194,0.9977963726925222,0.1401529940776527,True,,True,True,True
270,0.05,False,1,hager,auto,126291.67693266188,7728.726826277176,15.340553854650196,0.07678445894271135,True,,True,True,True
270,0.05,False,1,hager,lu,126291.67693266188,7728.726826277176,15.340553854650196,0.07071744091808796,True,,True,True,True
270,0.05,False,1,hager,lsmr,612.8814788607407,7728.726826277176,0.9207008485825915,0.16684932494536042,True,,True,True,True
270,0.05,False,1,hager,cg,0.0,7728.726826277176,1.0,0.20304952235892415,True,,True,True,True
270,0.05,False,1,hager,gmres,36.165551296915375,7728.726826277176,0.9953206327368235,0.15872940700501204,True,,True,True,True
270,0.05,False,1,hager,direct,126291.67693263797,7728.726826277176,15.340553854647103,0.08586657280102372,True,,True,True,True
270,0.05,False,1,hager-higham,auto,126291.67693266188,7728.726826277176,15.340553854650196,0.07815914088860154,True,,True,True,True
270,0.05,False,1,hager-higham,lu,126291.67693266188,7728.726826277176,15.340553854650196,0.07572431396692991,True,,True,True,True
270,0.05,False,1,hager-higham,lsmr,642.4789973798704,7728.726826277176,0.9168713021146662,0.3252989021129906,True,,True,True,True
270,0.05,False,1,hager-higham,cg,,7728.726826277176,,5.693801796063781,True,,False,True,False
270,0.05,False,1,hager-higham,gmres,31.23686507578114,7728.726826277176,0.9959583427157009,0.2265240792185068,True,,True,True,True
270,0.05,False,1,hager-higham,direct,126291.67693263797,7728.726826277176,15.340553854647103,0.12262887973338366,True,,True,True,True
270,0.05,False,1,power,auto,2348.45566359602,7728.726826277176,0.6961393879763713,0.06966857193037868,True,,True,True,True
270,0.05,False,1,power,lu,2348.45567484489,7728.726826277176,0.696139386520909,0.06775280693545938,True,,True,True,True
270,0.05,False,1,power,lsmr,24.67748278446015,7728.726826277176,0.9968070442468534,2.6706247092224658,True,,True,True,True
270,0.05,False,1,power,cg,,7728.726826277176,,1.2463843147270381,True,,False,True,False
270,0.05,False,1,power,gmres,6.889865801411647,7728.726826277176,0.9991085380611479,0.7314511421136558,True,,True,True,True
270,0.05,False,1,power,direct,2348.4556668761857,7728.726826277176,0.6961393875519593,0.10203160485252738,True,,True,True,True
270,0.05,False,1,oettli-prager,auto,126291.67693266188,7728.726826277176,15.340553854650196,0.09228498721495271,True,,True,True,True
270,0.05,False,1,oettli-prager,lu,126291.67693266188,7728.726826277176,15.340553854650196,0.08958645025268197,True,,True,True,True
270,0.05,False,1,oettli-prager,lsmr,442.85386210250863,7728.726826277176,0.9427002827170919,0.878805436193943,True,,True,True,True
270,0.05,False,1,oettli-prager,cg,3.078507762177301e+18,7728.726826277176,398320167263586.56,0.42312856391072273,True,,True,True,True
270,0.05,False,1,oettli-prager,gmres,41.74619999124777,7728.726826277176,0.9945985670176214,0.4113263050094247,True,,True,True,True
270,0.05,False,1,oettli-prager,direct,126291.67693263797,7728.726826277176,15.340553854647103,0.23566986294463277,True,,True,True,True
270,0.05,False,1,monte-carlo,auto,45478.85151744938,7728.726826277176,4.884391121552414,6.27235008077696,True,,True,True,True
270,0.05,False,1,monte-carlo,lu,25194.08461373278,7728.726826277176,2.2597975294034853,6.220959696918726,True,,True,True,True
270,0.05,False,1,monte-carlo,lsmr,31651.074551287937,7728.726826277176,3.095250778391638,6.270014152862132,True,,True,True,True
270,0.05,False,1,monte-carlo,cg,40709.328803412085,7728.726826277176,4.267274897723513,6.279029218945652,True,,True,True,True
270,0.05,False,1,monte-carlo,gmres,126290.58078114,7728.726826277176,15.340412026436246,6.262702197767794,True,,True,True,True
270,0.05,False,1,monte-carlo,direct,28522.349339080094,7728.726826277176,2.690433104985149,6.252070903778076,True,,True,True,True
270,0.05,False,2,power,,9.09757189675557,402.9692037299913,0.9774236546799457,2.790073938667774,True,,True,True,True
270,0.05,False,2,lanczos,,122.96097313851588,402.9692037299913,0.6948626048830628,0.07444311399012804,True,,True,True,True
270,0.05,False,2,lanczos_unsym,,90.95921572705936,402.9692037299913,0.7742775008980428,0.09912878600880504,True,,True,True,True
270,0.05,False,2,golub-kahan,,130.15663957927,402.9692037299913,0.6770059886102829,0.3757751570083201,True,,True,True,True
270,0.05,False,2,svds,,99.49477377496827,402.9692037299913,0.753095837463464,0.09711423376575112,True,,True,True,True
270,0.05,False,2,eigsh,,97.11761114138001,402.9692037299913,0.758994954844109,0.09897084394469857,True,,True,True,True
270,0.05,False,2,lobpcg,,1.01681751356316,402.9692037299913,0.9974766867935534,0.21007216023281217,True,,True,True,True
