n,density,symmetric,norm,method,solver,est,ref,rel_err,sec,ok,error,finite_err,finite_sec,comparable
494,0.05,False,1,oettli-prager,direct,12064.484041519803,427113.9645837782,0.9717534778960537,0.9249865459278226,True,,True,True,True
494,0.05,False,1,monte-carlo,auto,4336.01971773591,427113.9645837782,0.9898480965801215,10.372062807902694,True,,True,True,True
494,0.05,False,1,monte-carlo,lu,5777.25341047996,427113.9645837782,0.986473742631876,10.349383854307234,True,,True,True,True
494,0.05,False,1,monte-carlo,lsmr,7115.234617158817,427113.9645837782,0.983341133263829,10.339840141125023,True,,True,True,True
494,0.05,False,1,monte-carlo,cg,4911.214400290604,427113.9645837782,0.9885013958626321,10.306656450033188,True,,True,True,True
494,0.05,False,1,monte-carlo,gmres,7083.559833182234,427113.9645837782,0.9834152932927746,10.336463255807757,True,,True,True,True
494,0.05,False,1,monte-carlo,direct,6569.064963761905,427113.9645837782,0.9846198778113859,10.332902539055794,True,,True,True,True
494,0.05,False,2,power,,8.866754044601649,15409.179257541891,0.9994245797328717,2.882313179783523,True,,True,True,True
494,0.05,False,2,lanczos,,175.5651207571308,15409.179257541891,0.9886064586683809,0.10142270103096962,True,,True,True,True
494,0.05,False,2,lanczos_unsym,,98.14971680783883,15409.179257541891,0.9936304383791369,0.10835907515138388,True,,True,True,True
494,0.05,False,2,golub-kahan,,178.36864758873077,15409.179257541891,0.9884245199171506,0.3742083851248026,True,,True,True,True
494,0.05,False,2,svds,,179.91155868014357,15409.179257541891,0.9883243905679086,0.12734842440113425,True,,True,True,True
494,0.05,False,2,eigsh,,101.27081625512302,15409.179257541891,0.9934278903137844,0.09846349619328976,True,,True,True,True
494,0.05,False,2,lobpcg,,1.022797658740729,15409.179257541891,0.999933624131328,0.24325859732925892,True,,True,True,True
313,0.05,False,1,hager,auto,34869.61407466071,15683.224779013557,1.2233701656384688,0.08599256910383701,True,,True,True,True
313,0.05,False,1,hager,lu,34869.61407466071,15683.224779013557,1.2233701656384688,0.08010066021233797,True,,True,True,True
313,0.05,False,1,hager,lsmr,447.973686812623,15683.224779013557,0.9714361240672851,0.17522515077143908,True,,True,True,True
313,0.05,False,1,hager,cg,4.2427684546456294e+18,15683.224779013557,270529085339837.56,0.2369677028618753,True,,True,True,True
313,0.05,False,1,hager,gmres,38.7609296116729,15683.224779013557,0.9975285102293795,0.49355808459222317,True,,True,True,True
313,0.05,False,1,hager,direct,34869.61407465782,15683.224779013557,1.2233701656382843,0.0988649008795619,True,,True,True,True
313,0.05,False,1,hager-higham,auto,34869.61407466072,15683.224779013557,1.2233701656384692,0.08771210955455899,True,,True,True,True
313,0.05,False,1,hager-higham,lu,34869.61407466072,15683.224779013557,1.2233701656384692,0.08427230874076486,True,,True,True,True
313,0.05,False,1,hager-higham,lsmr,600.2726615209781,15683.224779013557,0.9617251764239055,0.49183803983032703,True,,True,True,True
313,0.05,False,1,hager-higham,cg,,15683.224779013557,,5.653149533085525,True,,False,True,False
313,0.05,False,1,hager-higham,gmres,39.937438777052954,15683.224779013557,0.9974534931852476,0.23230289993807673,True,,True,True,True
313,0.05,False,1,hager-higham,direct,34869.61407465781,15683.224779013557,1.2233701656382836,0.14076029788702726,True,,True,True,True
313,0.05,False,1,power,auto,68.28370491857143,15683.224779013557,0.995646067318378,0.11600247863680124,True,,True,True,True
313,0.05,False,1,power,lu,235.53840004856303,15683.224779013557,0.9849815070964393,0.11465599527582526,True,,True,True,True
313,0.05,False,1,power,lsmr,26.13787052350269,15683.224779013557,0.9983333867306118,2.6585760498419404,True,,True,True,True
313,0.05,False,1,power,cg,,15683.224779013557,,1.2468964662402868,True,,False,True,False
313,0.05,False,1,power,gmres,6.51999048496992,15683.224779013557,0.9995842697801733,0.6498250979930162,True,,True,True,True
